Tall viser til kolonnenummer:
0=Tid, 1=Avstand 
0,69
0.0761420726776123,67
0.1475231647491455,69
0.2244551181793213,70
0.2949481010437012,70
0.3740360736846924,71
0.4472200870513916,68
0.5261011123657227,67
0.5989980697631836,68
0.678861141204834,69
0.753978967666626,69
0.8265390396118164,69
0.896475076675415,70
0.9746701717376709,68
1.062899112701416,67
1.1338050365448,68
1.203777074813843,68
1.275143146514893,72
1.347736120223999,71
1.42680811882019,70
1.499050140380859,71
1.576271057128906,70
1.652321100234985,69
1.719703197479248,70
1.795550107955933,67
1.870313167572021,67
1.944967985153198,66
2.021193981170654,65
2.099977016448975,65
2.169528007507324,63
2.243022203445435,60
2.315376996994019,59
2.402494192123413,58
2.483633041381836,57
2.554357051849365,56
2.619892120361328,55
2.691373109817505,56
2.772135019302368,55
2.850150108337402,50
2.924009084701538,49
2.998242139816284,46
3.07977819442749,50
3.149960994720459,47
3.233002185821533,42
3.30100417137146,42
3.37126612663269,39
3.43937611579895,41
3.511331081390381,39
3.590744018554688,38
3.664232015609741,35
3.738481998443604,36
3.809771060943604,34
3.883579969406128,32
3.954617023468018,32
4.027758121490479,30
4.095291137695313,30
4.170499086380005,27
4.2447509765625,29
4.32246208190918,27
4.397027015686035,25
4.475715160369873,27
4.554229974746704,25
4.624767065048218,25
4.70395302772522,23
4.788925170898438,21
4.874479055404663,22
4.9446120262146,22
5.014328002929688,21
5.096412181854248,21
5.165987968444824,20
5.242304086685181,20
5.314639091491699,20
5.384625196456909,20
5.454437971115112,20
5.531854152679443,22
5.605408191680908,23
5.683749198913574,19
5.756636142730713,22
5.82907509803772,17
5.902427196502686,21
5.974634170532227,20
6.054879188537598,20
6.125174045562744,22
6.195010185241699,24
6.266132116317749,23
6.335190057754517,20
6.414853096008301,20
6.484946012496948,20
6.555341005325317,22
6.624848127365112,21
6.704735040664673,21
6.777827024459839,17
6.87250804901123,20
6.955006122589111,20
7.028603076934814,18
7.087352991104126,19
7.132497072219849,22
7.173758029937744,20
