Tallformatet viser til kolonnenummer:
0=FiltrertAvstand, 1=RawFart, 2=Fart, 3=FiltrertFart, 4=UfiltrertAkselerasjon 
24, 0, 0, 0, 0
24, 0.0, 0.0, 0.0, 0
24, 0.0, 0.0, 0.0, 0.0
23, -9.660889133554299, -9.660889133554299, -9.660889133554299, -93.33277885082756
23, 0.0, 0.0, 0.0, 90.68361979881507
24, 10.39081393764477, 10.39081393764477, 10.39081393764477, 107.9690142867528
23, -9.682321003157954, -9.682321003157954, -9.682321003157954, -194.354536036558
25, 17.69770925370363, 17.69770925370363, 17.69770925370363, 242.2819074217724
24, -10.25587457148027, -10.25587457148027, -10.25587457148027, -286.6884495344457
20, -38.86403669299729, -38.86403669299729, -38.86403669299729, -277.9571656024631
25, 51.64915599032604, 51.64915599032604, 51.64915599032604, 934.9860016166806
24, -9.087195219710461, -9.087195219710461, -9.087195219710461, -551.9230803784994
20, -39.1607655122672, -39.1607655122672, -39.1607655122672, -294.4260085858748
28, 79.00365417216048, 79.00365417216048, 79.00365417216048, 1166.92761852532
25, -29.91444262178161, -29.91444262178161, -29.91444262178161, -1086.074719005346
21, -40.61699660339079, -40.61699660339079, -40.61699660339079, -108.6763996796567
27, 56.06958505632398, 56.06958505632398, 56.06958505632398, 903.5294190290983
29, 19.33545082817405, 19.33545082817405, 19.33545082817405, -355.1355230419691
25, -38.63830571241698, -38.63830571241698, -38.63830571241698, -560.0019321281474
19, -56.2872940039723, -56.2872940039723, -56.2872940039723, -165.5689654732399
25, 59.80272519450399, 59.80272519450399, 59.80272519450399, 1157.083252658528
26, 10.3771116411175, 10.3771116411175, 10.3771116411175, -512.8951097742218
39, 115.5617272176231, 115.5617272176231, 115.5617272176231, 935.0242963648231
34, -50.87655626825553, -50.87655626825553, -50.87655626825553, -1693.561338992234
100, 631.3611035086759, 631.3611035086759, 631.3611035086759, 6526.338208059698
100, 0.0, 0.0, 0.0, -7574.650108525538
100, 0.0, 0.0, 0.0, 0.0
100, 0.0, 0.0, 0.0, 0.0
100, 0.0, 0.0, 0.0, 0.0
100, 0.0, 0.0, 0.0, 0.0
100, 0.0, 0.0, 0.0, 0.0
100, 0.0, 0.0, 0.0, 0.0
100, 0.0, 0.0, 0.0, 0.0
100, 0.0, 0.0, 0.0, 0.0
100, 0.0, 0.0, 0.0, 0.0
100, 0.0, 0.0, 0.0, 0.0
100, 0.0, 0.0, 0.0, 0.0
100, 0.0, 0.0, 0.0, 0.0
100, 0.0, 0.0, 0.0, 0.0
100, 0.0, 0.0, 0.0, 0.0
100, 0.0, 0.0, 0.0, 0.0
