Tall viser til kolonnenummer:
0=Tid, 1=Lys, 2=joyForward, 3=joySide
0,4,0,0
0.06935000419616699,4,0,0
0.1402578353881836,4,0,0
0.1930749416351318,4,0,0
0.2476069927215576,4,0,-0.390625
0.3083219528198242,4,0,-0.390625
0.3695218563079834,4,0,-0.390625
0.4296917915344238,4,0,-0.390625
0.4933469295501709,4,-8.984375,-4.6875
0.5501978397369385,4,-8.984375,-4.296875
0.6082789897918701,4,-7.421875,-3.125
0.6683750152587891,4,-4.1015625,-3.125
0.7255938053131104,4,-3.7109375,-3.125
0.7793829441070557,4,-3.515625,-3.125
0.8329999446868896,4,-3.90625,-0.78125
0.8897550106048584,4,-1.5625,-0.78125
0.9446508884429932,4,0.0,-0.78125
0.9983079433441162,4,0.0,-0.78125
1.048196792602539,4,0.390625,-0.78125
1.106275796890259,4,0.390625,-1.171875
1.159282922744751,4,0.390625,-1.171875
1.209644794464111,4,0.390625,-1.171875
1.261578798294067,4,0.390625,-1.171875
1.32101583480835,4,0.390625,-1.171875
1.377955913543701,4,0.390625,-1.171875
1.43143892288208,4,0.390625,-1.171875
1.493444919586182,4,2.34375,-1.171875
1.549726009368896,4,6.25,-1.171875
1.603393793106079,4,6.25,-1.171875
1.654784917831421,4,6.25,-1.171875
1.717091798782349,4,7.8125,-1.7578125
1.766335010528564,4,7.8125,-1.3671875
1.830009937286377,4,7.8125,-1.3671875
1.890086889266968,4,7.8125,-3.125
1.948207855224609,4,7.8125,-3.125
2.001082897186279,4,7.8125,-3.125
2.063721895217896,4,7.8125,-1.3671875
2.126751899719238,4,7.8125,-1.3671875
2.194046020507813,4,2.34375,-3.125
2.260221004486084,4,1.171875,-4.6875
2.321331977844238,4,1.171875,-4.6875
2.382986783981323,4,1.171875,-4.6875
2.448885917663574,4,1.171875,-0.78125
2.501919984817505,4,1.171875,-0.78125
2.566629886627197,4,1.171875,-0.78125
2.619066953659058,4,1.171875,-0.78125
2.675804853439331,4,1.171875,-0.78125
2.736934900283813,4,6.25,-0.78125
2.798163890838623,4,8.984375,-0.78125
2.856015920639038,4,13.28125,-4.6875
2.918232917785645,4,16.40625,-8.59375
2.980879783630371,4,19.140625,-12.5
3.044695854187012,4,19.921875,-14.84375
3.113533973693848,4,23.2421875,-21.09375
3.177590847015381,4,27.34375,-26.953125
3.244963884353638,4,32.8125,-31.25
3.322199821472168,4,38.28125,-34.375
3.38193678855896,4,42.7734375,-40.625
3.449651956558228,4,45.3125,-46.875
3.537138938903809,4,48.4375,-70.8984375
3.616878986358643,4,52.34375,-80.46875
3.688944816589355,4,53.90625,-85.546875
3.752996921539307,5,55.46875,-88.0859375
3.846122980117798,4,63.28125,-92.1875
3.910882949829102,4,64.84375,-98.4375
3.983361005783081,4,64.84375,-99.8046875
4.051231861114502,4,64.84375,-99.8046875
4.133183002471924,4,64.84375,-99.8046875
4.207178831100464,4,66.40625,-99.8046875
4.28081488609314,4,66.40625,-99.8046875
4.352360010147095,4,66.40625,-99.8046875
4.420885801315308,4,66.40625,-99.8046875
4.48704981803894,4,66.40625,-99.8046875
4.548274993896484,4,66.40625,-99.8046875
4.608991861343384,4,66.40625,-99.8046875
4.687158823013306,4,66.40625,-99.8046875
4.758839845657349,4,66.40625,-99.8046875
4.840598821640015,4,66.40625,-99.8046875
4.92966890335083,4,66.40625,-99.8046875
4.99822998046875,4,66.40625,-99.8046875
5.071563959121704,3,66.40625,-99.8046875
5.134275913238525,3,66.40625,-99.8046875
5.206913948059082,3,66.40625,-99.8046875
5.273356914520264,3,66.40625,-99.8046875
5.341660976409912,3,66.40625,-99.8046875
5.409385919570923,3,66.40625,-99.8046875
5.496742010116577,3,66.40625,-99.8046875
5.56621789932251,3,66.40625,-99.8046875
5.6473388671875,4,66.40625,-99.8046875
5.732014894485474,5,66.40625,-99.8046875
5.816854000091553,5,66.40625,-99.8046875
5.909595012664795,4,66.40625,-99.8046875
5.989497900009155,4,66.40625,-99.8046875
6.071211814880371,5,66.40625,-99.8046875
6.161233901977539,4,66.40625,-99.8046875
6.239091873168945,5,66.40625,-99.8046875
6.317276000976563,4,66.40625,-99.8046875
6.390762805938721,4,66.40625,-99.8046875
6.483449935913086,4,66.40625,-99.8046875
6.560999870300293,4,66.40625,-99.8046875
6.630924940109253,4,62.6953125,-92.3828125
6.721061944961548,4,53.125,-78.125
6.812956809997559,4,47.265625,-80.46875
6.896713018417358,4,45.3125,-80.859375
6.98188591003418,4,43.5546875,-78.125
