Tall viser til kolonnenummer:
0=Tid, 1=Lys
0,35
0.04780411720275879,35
0.07863211631774902,35
0.1079609394073486,34
0.1544649600982666,34
0.1976540088653564,34
0.2318511009216309,33
0.2661070823669434,33
0.291780948638916,33
0.3239960670471191,33
0.3566610813140869,34
0.3923370838165283,35
0.4233391284942627,35
0.4582540988922119,37
0.4895069599151611,37
0.5223071575164795,36
0.5671651363372803,35
0.5960240364074707,35
0.6252350807189941,35
0.6626369953155518,34
0.6991579532623291,35
0.7347021102905273,35
0.7714869976043701,35
0.8005080223083496,34
0.841562032699585,35
0.8776049613952637,35
0.907599925994873,35
0.9481780529022217,35
0.9825561046600342,35
1.024327039718628,34
1.061155080795288,35
1.094596147537231,35
1.127304077148438,34
1.168200969696045,34
1.206089019775391,34
1.244580030441284,34
1.28117299079895,35
1.314352035522461,35
1.355979919433594,36
1.391195058822632,37
1.423848152160645,37
1.458472013473511,36
1.497266054153442,34
1.535691022872925,32
1.572988986968994,31
1.620012998580933,31
1.655915021896362,31
1.691817045211792,31
1.726921081542969,31
1.768697023391724,32
1.807657957077026,33
1.846351146697998,34
1.885316133499146,35
1.919853925704956,35
1.963941097259521,35
1.99931812286377,35
2.037951946258545,35
2.073822021484375,35
2.113611936569214,35
2.155569076538086,35
2.197214126586914,35
2.23586893081665,35
2.267951965332031,35
2.307044982910156,36
2.349725008010864,36
2.394039154052734,38
2.434540033340454,38
2.477641105651855,39
2.515310049057007,39
2.562567949295044,39
2.597625970840454,39
2.635278940200806,38
2.676253080368042,36
2.719120025634766,34
2.757071971893311,32
2.791831016540527,32
2.833606958389282,33
2.869532108306885,35
2.913870096206665,38
2.963073968887329,40
3.005620002746582,42
3.044260025024414,43
3.082257986068726,44
3.124299049377441,46
3.173176050186157,44
3.220026969909668,40
3.263781070709229,38
3.318650007247925,37
3.374680042266846,36
3.417062044143677,36
3.461085081100464,37
3.497405052185059,38
3.542539119720459,39
3.585472106933594,41
3.629766941070557,42
3.669332981109619,43
3.71357798576355,42
3.761320114135742,40
3.799800157546997,38
3.844090938568115,38
3.88427209854126,37
3.924566984176636,37
3.978235006332397,37
4.025257110595703,39
4.073459148406982,40
4.113637924194336,43
4.162590980529785,45
4.205938100814819,47
4.257580995559692,46
4.304275989532471,44
4.346698045730591,42
4.395328998565674,38
4.439921140670776,36
4.486611127853394,35
4.52501392364502,35
4.571171045303345,36
4.619944095611572,39
4.673990964889526,43
4.721250057220459,46
4.775291919708252,47
4.82269811630249,49
4.864969968795776,48
4.913931131362915,45
4.964476108551025,44
5.01783299446106,42
5.065953969955444,41
5.121459007263184,41
5.173192024230957,40
5.224674940109253,41
5.27968692779541,45
5.325901031494141,45
5.377785921096802,44
5.4236741065979,42
5.467345952987671,40
5.513774156570435,39
5.566142082214355,38
5.618000984191895,38
5.667325973510742,37
5.721236944198608,38
5.778190135955811,40
5.826056003570557,41
5.876235961914063,41
5.93549108505249,41
5.98316502571106,38
6.032650947570801,33
6.079702138900757,30
6.12935996055603,28
6.186187028884888,25
6.23537802696228,25
6.28270697593689,24
6.334954977035522,24
6.388630151748657,25
6.439450025558472,27
6.495254039764404,30
6.548255920410156,34
6.599398136138916,37
6.65268611907959,40
6.7046799659729,40
6.751726150512695,38
6.799263954162598,36
6.852237939834595,33
6.901627063751221,30
6.96426796913147,28
7.015238046646118,29
7.067059993743896,30
7.117948055267334,33
7.178522109985352,38
7.231061935424805,42
7.280000925064087,47
7.331620931625366,50
7.40319299697876,45
7.459155082702637,37
7.511487007141113,30
7.56268310546875,25
7.617285966873169,22
7.664987087249756,23
7.716707944869995,30
7.779351949691772,39
7.84264612197876,33
7.896625995635986,47
7.963570117950439,66
