Tall viser til kolonnenummer:
0=Tid, 1=Lys
0,35
0.04379606246948242,35
0.07539200782775879,35
0.1054980754852295,35
0.1380951404571533,35
0.1641831398010254,35
0.1900041103363037,35
0.2195780277252197,35
0.2482550144195557,35
0.2798562049865723,35
0.3096001148223877,35
0.3411381244659424,34
0.3741650581359863,35
0.4071111679077148,34
0.4461610317230225,35
0.4829721450805664,35
0.5175261497497559,35
0.5518500804901123,35
0.5854790210723877,35
0.6160500049591064,35
0.6448822021484375,35
0.6790111064910889,35
0.7090060710906982,35
0.7408511638641357,35
0.7708401679992676,35
0.8025140762329102,35
0.8350391387939453,35
0.8636231422424316,35
0.8918721675872803,35
0.9222710132598877,35
0.9502811431884766,35
0.9827821254730225,35
1.014790058135986,35
1.047530174255371,35
1.086932182312012,35
1.123162984848022,34
1.155012130737305,34
1.183297157287598,34
1.21678900718689,34
1.251060009002686,34
1.285063982009888,34
1.314841032028198,34
1.351135015487671,34
1.389378070831299,34
1.424031972885132,35
1.469788074493408,34
1.503843069076538,35
1.540109157562256,35
1.586455106735229,35
1.625324010848999,34
1.664147138595581,35
1.697865009307861,35
1.730302095413208,35
1.763751983642578,35
1.796409130096436,35
1.82796311378479,35
1.867948055267334,35
1.903037071228027,35
1.936262130737305,35
1.969478130340576,35
2.001106977462769,34
2.035592079162598,35
2.069593191146851,35
2.105731010437012,35
2.146043062210083,34
2.195038080215454,34
2.229882001876831,34
2.273859024047852,34
2.309707164764404,34
2.351001977920532,34
2.389759063720703,34
2.423182010650635,34
2.460781097412109,34
2.499547004699707,34
2.534824132919312,34
2.570137023925781,34
2.60971212387085,34
2.653882026672363,34
2.706061124801636,35
2.746005058288574,35
2.784916162490845,35
2.820833206176758,35
2.857079982757568,35
2.889862060546875,35
2.928474187850952,35
2.96490216255188,35
3.000900030136108,35
3.035978078842163,35
3.079003095626831,35
3.125300168991089,35
3.172864198684692,36
3.217777013778687,36
3.25679612159729,36
3.293195009231567,36
3.333115100860596,36
3.370814085006714,36
3.408244132995605,36
3.460432052612305,35
3.50794506072998,35
3.546975135803223,35
3.586969137191772,35
3.622295141220093,35
3.655872106552124,35
3.697180032730103,35
3.733821153640747,35
3.767853021621704,35
3.801093101501465,35
3.83921217918396,35
3.879662990570068,34
3.916467189788818,35
3.957699060440063,35
3.999596118927002,35
4.043780088424683,35
4.085586071014404,35
4.124450206756592,35
4.164489030838013,35
4.203857183456421,35
4.241077184677124,35
4.283286094665527,35
4.319693088531494,35
4.361046075820923,35
4.400820016860962,35
4.437843084335327,35
4.477147102355957,35
4.516062021255493,35
4.555721998214722,35
4.605583190917969,34
4.647029161453247,35
4.693562984466553,35
4.75714111328125,35
4.799509048461914,35
4.84339714050293,35
4.885672092437744,35
4.937678098678589,35
4.984498023986816,35
5.036437034606934,35
5.089521169662476,34
5.132975101470947,34
5.17315411567688,34
5.216938018798828,34
5.263336181640625,33
5.309398174285889,34
5.361056089401245,34
5.41330099105835,33
5.461002111434937,33
5.515459060668945,34
5.560786008834839,34
5.608219146728516,34
5.649047136306763,34
5.696935176849365,34
5.734982013702393,34
5.778040170669556,34
5.833460092544556,34
5.893210172653198,35
5.944835186004639,35
5.993520975112915,35
6.037840127944946,35
6.085150003433228,35
6.129356145858765,35
6.176384210586548,35
6.227984189987183,35
6.287163019180298,35
6.338962078094482,35
6.396028995513916,35
6.444286108016968,35
6.489556074142456,35
6.531141996383667,35
6.572439193725586,35
6.61825704574585,35
6.658919095993042,35
6.7138831615448,35
6.761124134063721,35
6.819163084030151,34
6.859565019607544,34
6.905893087387085,34
6.950947999954224,34
7.005290985107422,34
7.051156044006348,34
7.107678174972534,34
7.164022207260132,35
7.218330144882202,34
7.266034126281738,33
7.309751987457275,33
7.362436056137085,34
7.413789987564087,35
7.460029125213623,35
7.520941019058228,35
7.574207067489624,35
7.619913101196289,35
7.664813995361328,35
7.708147048950195,35
7.754469156265259,35
7.797113180160522,35
7.841191053390503,35
7.894167184829712,35
7.942325115203857,35
7.986298084259033,35
8.034825086593628,35
8.080144166946411,35
8.129132032394409,35
8.187458038330078,34
8.23554515838623,33
8.299576044082642,33
8.35001802444458,33
8.396960020065308,33
8.445792198181152,33
8.498964071273804,33
8.552484035491943,33
8.60566520690918,33
8.65247106552124,33
8.708928108215332,33
8.761866092681885,33
8.809309005737305,33
8.859111070632935,33
8.924166202545166,33
8.984946012496948,34
9.044245004653931,33
9.1094651222229,34
9.160823106765747,34
9.210761070251465,34
9.283069133758545,34
9.352771997451782,34
9.430765151977539,34
9.515383005142212,34
9.58847713470459,34
9.648902177810669,35
9.707144021987915,34
9.761080980300903,34
9.819668054580688,34
9.868489027023315,34
9.937190055847168,33
10.0089910030365,33
10.06627416610718,34
10.12628197669983,34
10.17916417121887,35
10.22899413108826,35
10.27944397926331,35
10.3377799987793,35
10.40541410446167,35
10.46493911743164,36
10.52938199043274,35
