Tall viser til kolonnenummer:
0=Tid, 1=Lys
0,34
0.04882597923278809,35
0.09730696678161621,34
0.1392529010772705,33
0.1706168651580811,33
0.2003109455108643,33
0.2257769107818604,33
0.2573630809783936,33
0.2861020565032959,33
0.3197329044342041,34
0.3537590503692627,35
0.38177490234375,35
0.4091780185699463,35
0.4479119777679443,36
0.4858829975128174,36
0.5204150676727295,36
0.5579349994659424,33
0.5933830738067627,32
0.6246838569641113,31
0.6596860885620117,31
0.6896789073944092,31
0.7254140377044678,32
0.7613310813903809,35
0.7917718887329102,37
0.8255400657653809,38
0.858314037322998,38
0.900378942489624,37
0.9319748878479004,36
0.9679329395294189,34
1.001959085464478,31
1.037989854812622,29
1.07052206993103,28
1.10329008102417,28
1.142009019851685,31
1.176043033599854,33
1.20988392829895,35
1.24862003326416,40
1.289633989334106,40
1.325809955596924,40
1.360418081283569,37
1.397358894348145,33
1.431580066680908,31
1.467254877090454,29
1.501519918441772,27
1.541743040084839,27
1.577375888824463,28
1.614579916000366,32
1.651823997497559,35
1.697793960571289,40
1.742398977279663,44
1.777236938476563,43
1.81662392616272,39
1.853093862533569,34
1.890030860900879,28
1.928508996963501,23
1.961406946182251,20
1.99518895149231,21
2.03159499168396,25
2.068459987640381,30
2.113329887390137,37
2.151789903640747,47
2.191842079162598,52
2.225718975067139,53
2.262073040008545,49
2.305963039398193,38
2.357846021652222,27
2.400060892105103,20
2.439907073974609,15
2.484538078308105,16
2.531869888305664,23
2.567898988723755,30
2.607647895812988,39
2.651875972747803,53
2.696671009063721,57
2.733999967575073,56
2.771661043167114,51
2.81413197517395,40
2.857406854629517,30
2.90873908996582,20
2.958649873733521,13
2.992337942123413,13
3.031967878341675,18
3.067944049835205,23
3.111285924911499,33
3.161650896072388,50
3.202702045440674,57
3.246101856231689,58
3.284188032150269,54
3.326598882675171,55
3.368033885955811,46
3.410281896591187,37
3.454627990722656,30
3.498826026916504,24
3.538773059844971,20
3.584269046783447,20
3.624358892440796,20
3.664843082427979,25
3.705193996429443,29
3.76004695892334,29
3.802083015441895,30
3.845568895339966,29
3.887701034545898,29
3.936064004898071,18
3.98188591003418,9
4.021461963653564,7
4.062403917312622,5
4.098758935928345,3
4.149896860122681,1
4.191191911697388,1
4.230056047439575,1
4.272212982177734,1
4.317322969436646,1
4.373321056365967,1
