Tall viser til kolonnenummer:
0=Tid, 1=Lys
0,34
0.0408480167388916,34
0.07238316535949707,35
0.1011781692504883,34
0.1382429599761963,34
0.1651890277862549,34
0.1947741508483887,34
0.2220871448516846,34
0.2523810863494873,34
0.2841999530792236,34
0.3182511329650879,34
0.3458461761474609,34
0.3750870227813721,34
0.4040560722351074,34
0.4321610927581787,33
0.4611589908599854,34
0.493563175201416,34
0.5246961116790771,34
0.5539009571075439,34
0.5853321552276611,34
0.6232891082763672,35
0.6568751335144043,35
0.6889100074768066,34
0.7325980663299561,35
0.7703709602355957,34
0.8006191253662109,34
0.8330011367797852,33
0.8720951080322266,33
0.908696174621582,34
0.942777156829834,34
0.9702949523925781,34
1.011932134628296,34
1.048123121261597,33
1.083172082901001,33
1.116249084472656,33
1.14519214630127,33
1.176078081130981,33
1.205366134643555,33
1.236202001571655,33
1.266226053237915,33
1.299220085144043,33
1.327826976776123,33
1.359552145004272,33
1.391008138656616,33
1.421074151992798,33
1.454961061477661,33
1.495138168334961,33
1.544228076934814,33
1.589967012405396,33
1.627408981323242,34
1.660941123962402,33
1.70304012298584,34
1.737905025482178,34
1.774116039276123,34
1.810611963272095,34
1.845205068588257,34
1.88102912902832,34
1.922940969467163,34
1.957338094711304,34
1.991391181945801,34
2.028072118759155,34
2.062071084976196,34
2.100579977035522,34
2.140542984008789,34
2.178425073623657,34
2.224934101104736,33
2.264033079147339,34
2.302577972412109,34
2.35467004776001,34
2.393319129943848,34
2.439495086669922,34
2.48042106628418,33
2.52216911315918,34
2.559291124343872,35
2.594649076461792,35
2.629548072814941,35
2.66333794593811,35
2.696192026138306,35
2.739004135131836,35
2.774338006973267,34
2.812721014022827,35
2.84833812713623,35
2.881991147994995,35
2.919306993484497,35
2.954086065292358,35
2.990131139755249,35
3.025040149688721,35
3.059506177902222,35
3.096883058547974,35
3.144052028656006,35
3.180469989776611,35
3.217551946640015,35
3.251974105834961,35
3.291170120239258,35
3.327851057052612,35
3.363425970077515,35
3.398936033248901,35
3.438300132751465,35
