Tall viser til kolonnenummer:
0=Tid, 1=Lys
0,35
0.04540801048278809,35
0.08127212524414063,34
0.1105599403381348,34
0.1569240093231201,35
0.2008609771728516,34
0.2310440540313721,34
0.2655000686645508,34
0.3009209632873535,34
0.3400290012359619,34
0.3711709976196289,33
0.405034065246582,35
0.4376060962677002,35
0.4676010608673096,36
0.4988129138946533,36
0.5367929935455322,36
0.5700480937957764,35
0.6056890487670898,35
0.6414899826049805,36
0.6740350723266602,37
0.7107291221618652,37
0.7500441074371338,38
0.7888281345367432,37
0.8209359645843506,37
0.8596000671386719,36
0.8951170444488525,36
0.9395790100097656,35
0.9707770347595215,34
1.002843141555786,34
1.040449142456055,33
1.074981927871704,33
1.106734037399292,32
1.136105060577393,31
1.178170919418335,31
1.215274095535278,31
1.247689962387085,30
1.280643939971924,30
1.314111948013306,30
1.347902059555054,30
1.390764951705933,32
1.422840118408203,32
1.461429119110107,33
1.495145082473755,33
1.531259059906006,33
1.569037914276123,33
1.607542991638184,34
1.644057035446167,35
1.682724952697754,36
1.716161012649536,36
1.759400129318237,36
1.794652938842773,36
1.836861133575439,37
1.876800060272217,36
1.913151025772095,35
1.948576927185059,33
1.986419916152954,32
2.020703077316284,32
2.063234090805054,32
2.101258993148804,33
2.145785093307495,33
2.182713031768799,33
2.220541954040527,34
2.257133007049561,34
2.29942798614502,35
2.344092130661011,36
2.387093067169189,37
2.427134990692139,39
2.463238000869751,40
2.500616073608398,41
2.545966148376465,42
2.57911205291748,42
2.614612102508545,42
2.656131029129028,41
2.695873022079468,40
2.734817981719971,38
2.7690749168396,37
2.812045097351074,36
2.859401941299438,36
2.905098915100098,36
2.947184085845947,37
2.987126111984253,38
3.028528928756714,40
3.070709943771362,43
3.112853050231934,45
3.157073974609375,46
3.1978919506073,48
3.235892057418823,49
3.275612115859985,48
3.316849946975708,46
3.362761974334717,44
3.404959917068481,40
3.445225954055786,38
3.483247995376587,37
3.527881145477295,35
3.570537090301514,34
3.621158123016357,35
3.665836095809937,36
3.707647085189819,38
3.755725145339966,39
3.796955108642578,40
3.839934110641479,42
3.879140138626099,44
3.92079496383667,46
3.968585014343262,47
4.014965057373047,46
4.055776119232178,45
4.094707012176514,44
4.144863128662109,42
4.189301013946533,40
4.230893135070801,38
4.27552604675293,37
4.3193039894104,34
4.368163108825684,34
4.413145065307617,35
4.454891920089722,37
4.497265100479126,38
4.544986009597778,40
4.590769052505493,42
4.638443946838379,45
4.682691097259521,47
4.732774972915649,47
4.774852991104126,47
4.827593088150024,45
4.867062091827393,45
4.908477067947388,45
4.968447923660278,45
5.009397983551025,44
5.059690952301025,45
5.10406494140625,44
5.155413150787354,44
5.200650930404663,44
5.254624128341675,43
5.303755044937134,42
5.356848001480103,40
5.404627084732056,38
5.450704097747803,37
5.497709989547729,36
5.563184022903442,35
5.619051933288574,37
5.666762113571167,38
5.713253021240234,39
5.765285015106201,41
5.816901922225952,42
5.861082077026367,42
5.916007995605469,41
5.965803146362305,37
6.01875901222229,33
6.068464040756226,30
6.115708112716675,27
6.167139053344727,25
6.214681148529053,22
6.260771989822388,20
6.311177968978882,18
6.36931300163269,18
6.417577028274536,18
6.473376035690308,19
6.525027990341187,21
6.579061985015869,25
6.630895137786865,29
6.680926084518433,33
6.74090313911438,38
6.795428991317749,42
6.848461151123047,43
6.907309055328369,43
6.966659069061279,42
7.015871047973633,39
7.06507396697998,36
7.11810302734375,34
7.177081108093262,31
7.231409072875977,30
7.293667078018188,33
7.355685949325562,37
7.407323122024536,41
7.460542917251587,44
7.507318019866943,44
7.557167053222656,47
7.600449085235596,47
7.653756141662598,44
7.709891080856323,40
7.76966404914856,34
7.822631120681763,37
7.880028009414673,42
7.933325052261353,37
8.005043029785156,69
