Tall viser til kolonnenummer:
0=Tid, 1=Lys
0,33
0.04357790946960449,34
0.07580709457397461,33
0.1065659523010254,33
0.1433629989624023,32
0.1731860637664795,32
0.2029829025268555,33
0.2347218990325928,33
0.2636010646820068,33
0.3046839237213135,33
0.340425968170166,32
0.3743119239807129,32
0.4129431247711182,32
0.4505760669708252,33
0.4823920726776123,33
0.5139739513397217,33
0.547105073928833,33
0.5744509696960449,33
0.6077780723571777,32
0.6409471035003662,32
0.670835018157959,32
0.7034969329833984,33
0.736515998840332,33
0.7739279270172119,34
0.8084969520568848,34
0.8435389995574951,34
0.8844850063323975,33
0.9187030792236328,33
0.9547889232635498,33
0.9829719066619873,33
1.017148971557617,33
1.063808917999268,33
1.106893062591553,32
1.158673048019409,32
1.199914932250977,32
1.237140893936157,32
1.282331943511963,33
1.320683002471924,33
1.360974073410034,33
1.408589124679565,34
1.46240496635437,35
1.503178119659424,34
1.544373989105225,31
1.602451086044312,29
1.643780946731567,28
1.695466041564941,28
1.737807035446167,28
1.788378000259399,29
1.838479042053223,30
1.892818927764893,31
1.93867301940918,32
1.995287895202637,33
2.044398069381714,34
2.086714029312134,34
2.12990403175354,35
2.167026042938232,35
2.214500904083252,35
2.26476001739502,33
2.303159952163696,33
2.346445083618164,33
2.403090953826904,34
2.451450109481812,35
2.503299951553345,37
2.556636095046997,38
2.608980894088745,39
2.673388004302979,39
2.71846604347229,38
2.755868911743164,36
2.804418087005615,33
2.845460891723633,33
2.878803014755249,33
2.915144920349121,33
2.94911003112793,33
2.985827922821045,34
3.022800922393799,35
3.064312934875488,37
3.102767944335938,39
3.148658037185669,42
3.194967031478882,44
3.235241889953613,45
3.269167900085449,45
3.309995889663696,43
3.354777097702026,42
3.396524906158447,40
3.437307119369507,38
3.476843118667603,37
3.52186107635498,35
3.56298303604126,33
3.603792905807495,33
3.645807981491089,32
3.691225051879883,33
3.734739065170288,35
3.782534122467041,37
3.821717977523804,38
3.869945049285889,41
3.912578105926514,43
3.962335109710693,44
4.003534078598022,44
4.045982122421265,41
4.090923070907593,40
4.128827095031738,40
4.176769018173218,39
4.214567899703979,38
4.254781007766724,37
4.303316116333008,36
4.346652030944824,35
4.40051007270813,34
4.441729068756104,35
4.480947017669678,35
4.529942035675049,37
4.574431896209717,38
4.612716913223267,38
4.656019926071167,41
4.704371929168701,43
4.754622936248779,43
4.808614015579224,42
4.855533123016357,41
4.900406122207642,42
4.95705509185791,41
5.004472017288208,41
5.060575008392334,42
5.100713014602661,42
5.141880989074707,42
5.195173978805542,42
5.246431112289429,41
5.292481899261475,40
5.341667890548706,41
5.390475034713745,39
5.437091112136841,37
5.490823030471802,37
5.54400110244751,36
5.600817918777466,35
5.649113893508911,36
5.699866056442261,37
5.741100072860718,37
5.789464950561523,38
5.839639902114868,39
5.892812013626099,39
5.939903974533081,38
5.990802049636841,36
6.038926124572754,33
6.091080904006958,30
6.141783952713013,27
6.192862033843994,25
6.238889932632446,23
6.289958000183105,20
6.343414068222046,18
6.406718015670776,17
6.465605974197388,16
6.515998125076294,18
6.56555700302124,22
6.61924409866333,25
6.665323972702026,30
6.712559938430786,33
6.762730121612549,37
6.831828117370605,38
6.885982036590576,38
6.937170028686523,38
6.991125106811523,37
7.043482065200806,35
7.096651077270508,33
7.155725955963135,32
7.217308044433594,30
7.271239995956421,28
7.325027942657471,31
7.373280048370361,33
7.425110101699829,36
7.4791579246521,38
7.53446888923645,40
7.585853099822998,43
7.642580986022949,45
7.692456007003784,41
7.746354103088379,36
7.798496007919312,32
7.858743906021118,31
7.913119077682495,35
7.971158981323242,36
8.041559934616089,60
8.096560955047607,68
