Tall viser til kolonnenummer:
0=Tid, 1=Lys
0,33
0.03791117668151855,33
0.06531500816345215,33
0.09489107131958008,33
0.1357061862945557,32
0.180427074432373,33
0.2239880561828613,33
0.2579441070556641,33
0.2900481224060059,33
0.3320190906524658,33
0.3815522193908691,32
0.4252841472625732,32
0.4917440414428711,32
0.5308411121368408,33
0.5740561485290527,32
0.6079771518707275,32
0.6516680717468262,33
0.6934051513671875,33
0.7316021919250488,33
0.7788801193237305,34
0.8334460258483887,33
0.8738691806793213,33
0.9179151058197021,33
0.9612841606140137,33
1.007407188415527,32
1.051623106002808,32
1.093754053115845,33
1.128452062606812,33
1.173979997634888,32
1.20825719833374,32
1.240869045257568,32
1.275357007980347,32
1.3056321144104,32
1.339562177658081,33
1.376147031784058,33
1.407907009124756,34
1.447625160217285,34
1.486422061920166,35
1.523721218109131,33
1.56119704246521,32
1.596441984176636,32
1.637438058853149,31
1.671869039535522,30
1.709782123565674,29
1.745426177978516,28
1.779378175735474,28
1.809637069702148,28
1.845782041549683,28
1.889461994171143,28
1.929563999176025,28
1.973751068115234,30
2.007867097854614,30
2.041943073272705,32
2.076246023178101,34
2.116854190826416,35
2.156736135482788,36
2.197421073913574,37
2.238274097442627,36
2.273252010345459,36
2.316851139068604,36
2.361782073974609,35
2.408756017684937,35
2.446597099304199,36
2.482077121734619,36
2.518237113952637,36
2.562612056732178,37
2.607397079467773,36
2.649271011352539,36
2.690278053283691,37
2.731427192687988,36
2.776459217071533,33
2.814807176589966,34
2.858447074890137,34
2.893563985824585,34
2.934548139572144,34
2.9741051197052,35
3.013801097869873,36
3.055684089660645,37
3.096374034881592,39
3.138355016708374,43
3.184017181396484,45
3.225576162338257,47
3.264693021774292,47
3.301459074020386,46
3.341430187225342,45
3.379818201065063,44
3.421700000762939,42
3.468187093734741,39
3.518837213516235,36
3.565921068191528,33
3.609817028045654,32
3.656496047973633,33
3.693582057952881,33
3.738146066665649,35
3.779452085494995,35
3.825973987579346,37
3.866515159606934,38
3.905539035797119,38
3.947256088256836,40
3.993304014205933,42
4.037819147109985,42
4.085866212844849,42
4.126747131347656,42
4.171840190887451,41
4.216724157333374,40
4.261265993118286,38
4.304746150970459,37
4.352092027664185,35
4.399612188339233,34
4.441800117492676,34
4.486889123916626,33
4.538428068161011,35
4.585289001464844,37
4.625416994094849,38
4.666658163070679,40
4.714490175247192,43
4.765980005264282,44
4.808369159698486,44
4.848623991012573,43
4.893702030181885,43
4.936302185058594,43
4.987459182739258,43
5.031692028045654,43
5.087146043777466,43
5.131547212600708,44
5.187389135360718,44
5.227418184280396,44
5.271711111068726,43
5.321457147598267,43
5.375352144241333,40
5.421476125717163,38
5.478063106536865,35
5.531426191329956,34
5.586250066757202,32
5.640328168869019,32
5.688372135162354,33
5.735962152481079,33
5.787621021270752,35
5.833924055099487,36
5.885382175445557,37
5.939808130264282,36
5.995332002639771,35
6.04143500328064,32
6.089558124542236,29
6.140027046203613,27
6.187416076660156,25
6.23947811126709,22
6.286178112030029,19
6.333847045898438,17
6.387716054916382,16
6.445205211639404,15
6.491732120513916,16
6.547730207443237,20
6.597674131393433,24
6.646849155426025,27
6.694724082946777,31
6.752156019210815,35
6.810738086700439,39
6.869493007659912,42
6.927312135696411,43
6.971832036972046,43
7.021970987319946,42
7.069355010986328,38
7.116113185882568,34
7.164743185043335,31
7.227465152740479,29
7.281301021575928,30
7.330651998519897,31
7.385756015777588,33
7.441712141036987,35
7.498732089996338,37
7.554567098617554,40
7.609467029571533,42
7.655752182006836,41
7.706552028656006,40
7.753904104232788,37
7.810885190963745,34
7.870084047317505,40
7.927326202392578,38
7.988839149475098,55
8.043949127197266,69
