Tall viser til kolonnenummer:
0=Tid, 1=Avstand
0,109
0.03975009918212891,109
0.06790518760681152,109
0.09780216217041016,107
0.1255371570587158,107
0.1533231735229492,107
0.1802301406860352,107
0.2075650691986084,107
0.2332901954650879,107
0.2633810043334961,107
0.2896749973297119,107
0.3167212009429932,107
0.3521571159362793,107
0.3788211345672607,107
0.4056971073150635,107
0.4340040683746338,107
0.4619331359863281,107
0.4896690845489502,107
0.5177891254425049,107
0.5482990741729736,107
0.578449010848999,109
0.6053380966186523,109
0.6328949928283691,109
0.6602799892425537,109
0.6881489753723145,109
0.7174451351165771,109
0.7560591697692871,109
0.7865900993347168,109
0.818472146987915,112
0.8467161655426025,112
0.8798701763153076,112
0.9082779884338379,112
0.9356009960174561,112
0.9700171947479248,112
1.000203132629395,114
1.03043007850647,114
1.063452005386353,114
1.09331202507019,114
1.124438047409058,114
1.162123203277588,113
1.193449020385742,113
1.22449803352356,118
1.254492044448853,118
1.288482189178467,118
1.319386005401611,118
1.349632024765015,120
1.382557153701782,120
1.412846088409424,122
1.44415807723999,128
1.477840185165405,128
1.508861064910889,130
1.543759107589722,130
1.587270021438599,130
1.624247074127197,130
1.654894113540649,130
1.69136118888855,130
1.721976041793823,130
1.755329132080078,130
1.791501045227051,130
1.823296070098877,131
1.85576319694519,130
1.891794204711914,128
1.924108028411865,128
1.963675022125244,126
1.998542070388794,126
2.034662008285522,126
2.068792104721069,126
2.104708194732666,121
2.139642000198364,121
2.173338174819946,121
2.208551168441772,121
2.24275803565979,121
2.277693033218384,121
2.311973094940186,121
2.350613117218018,122
2.390516996383667,118
2.425790071487427,118
2.460900068283081,118
2.495630979537964,118
2.530858993530273,118
2.565620183944702,118
2.60042405128479,118
2.635469198226929,118
2.671415090560913,113
2.707759141921997,113
2.742305994033813,113
2.782657146453857,113
2.820820093154907,113
2.855653047561646,113
2.890075206756592,113
2.925930023193359,113
2.964085102081299,118
2.998764991760254,118
3.035382032394409,118
3.072825193405151,118
3.109856128692627,118
3.14791202545166,113
3.190777063369751,113
3.231777191162109,113
3.270516157150269,113
3.306016206741333,113
3.344053983688354,118
3.382711172103882,118
3.418800115585327,118
3.457996129989624,118
3.495331048965454,118
3.533344030380249,118
3.577673196792603,118
3.6147780418396,118
3.653889179229736,118
3.693481206893921,113
3.73139500617981,113
3.770445108413696,113
3.806627035140991,120
3.846013069152832,120
3.884692192077637,113
3.924055099487305,113
3.974575042724609,113
4.012723207473755,113
4.051890134811401,113
4.093311071395874,114
4.132630109786987,114
4.172610998153687,114
4.211469173431396,114
4.251281023025513,114
4.29376220703125,114
4.332769155502319,114
4.377593040466309,114
4.418599128723145,114
4.464737176895142,114
4.507971048355103,113
4.548408985137939,120
4.590004205703735,118
4.629595041275024,122
4.671518087387085,130
4.713970184326172,143
4.75787615776062,164
4.811798095703125,166
4.853486061096191,184
4.893453121185303,184
4.944454193115234,205
4.987517118453979,219
5.031840085983276,234
5.073610067367554,259
5.116029024124146,271
5.158431053161621,294
5.204364061355591,320
5.249897003173828,321
5.291462182998657,326
5.332707166671753,326
5.374536991119385,321
5.415958166122437,321
5.459902048110962,304
5.502088069915771,294
5.549726009368896,282
5.599954128265381,265
5.647303104400635,255
5.690843105316162,233
5.731665134429932,219
5.778548002243042,205
5.820069074630737,197
5.863763093948364,179
5.905314207077026,164
5.9499351978302,145
6.004325151443481,135
6.047665119171143,121
6.094773054122925,114
6.138756036758423,107
6.185309171676636,107
6.230399131774902,103
6.274375200271606,94
6.318265199661255,99
6.375754117965698,95
6.421944141387939,86
6.468574047088623,86
6.513459205627441,91
6.558534145355225,84
6.60483717918396,86
6.653824090957642,84
6.700850009918213,84
6.745344161987305,84
6.798192024230957,84
6.842782020568848,84
6.891810178756714,84
6.935742139816284,86
6.983880996704102,86
7.028753042221069,84
7.072911977767944,85
7.120397090911865,84
7.174028158187866,84
7.223730087280273,84
7.270025014877319,84
7.315535068511963,84
7.364566087722778,84
7.412719011306763,84
7.464485168457031,84
7.510926008224487,84
7.558686017990112,84
7.611896991729736,84
7.660658121109009,84
7.708096981048584,84
7.755428075790405,84
7.802826166152954,84
7.850934028625488,86
7.89881420135498,91
7.950134038925171,91
8.002722978591919,91
8.052884101867676,91
8.102637052536011,91
8.15064811706543,91
8.202169179916382,91
8.248709201812744,91
8.299691200256348,91
8.3474440574646,91
8.405904054641724,91
8.452301025390625,86
8.503504991531372,86
8.551329135894775,93
8.601706981658936,95
8.650859117507935,94
8.701732158660889,94
8.754908084869385,94
8.814505100250244,99
8.86569619178772,99
8.914278030395508,101
8.965291023254395,101
9.014722108840942,101
9.064894199371338,99
9.119570970535278,99
9.170737028121948,99
9.227548122406006,99
9.280575037002563,99
9.330939054489136,99
9.384302139282227,99
9.434445142745972,99
9.485588073730469,99
9.537496089935303,99
9.600678205490112,99
9.65013313293457,99
9.703447103500366,99
9.755420207977295,99
9.808902025222778,99
9.859889030456543,99
9.914139032363892,101
9.979748010635376,101
10.03995800018311,101
10.09231901168823,101
10.17411398887634,101
10.2359311580658,101
10.29835820198059,101
10.36732912063599,103
10.43941807746887,103
10.50540804862976,103
10.58940100669861,103
10.7003960609436,103
10.79399919509888,103
10.89381814002991,107
10.98733806610108,107
11.06088900566101,103
11.14274311065674,103
11.23411011695862,103
11.31929898262024,107
11.38994097709656,109
11.45866703987122,109
11.53060007095337,109
11.60345816612244,107
11.67335820198059,107
11.72823715209961,107
11.78339314460754,102
11.84220218658447,103
11.90022802352905,103
11.96227216720581,103
12.02849817276001,103
12.08728003501892,107
12.14272403717041,107
12.19928097724915,107
12.25741815567017,109
12.31140303611755,109
12.36792016029358,109
12.42939019203186,103
12.48927116394043,103
12.54525017738342,99
12.60277605056763,94
12.66016817092896,86
12.71798014640808,84
12.7808780670166,84
12.85339617729187,82
12.91041016578674,74
12.96835517883301,67
13.02405500411987,63
13.08276104927063,57
13.14128708839417,63
13.204509973526,63
13.26218914985657,65
13.31940317153931,59
13.37969708442688,57
13.43600416183472,50
13.49802303314209,51
13.55870413780212,51
13.62598204612732,51
13.68763399124146,50
13.74586009979248,49
13.80821108818054,49
13.86788702011108,49
13.92764616012573,59
13.98792719841004,57
14.05282807350159,57
14.11735415458679,55
14.17769908905029,49
14.23486018180847,50
14.29816508293152,51
14.36184310913086,51
14.42964220046997,50
14.48949599266052,49
14.54963707923889,49
14.60963797569275,50
14.67211318016052,51
14.73018217086792,51
14.79414200782776,51
14.85798406600952,50
14.91846513748169,57
14.99056100845337,67
15.05601906776428,77
15.11846303939819,94
15.18794417381287,109
15.25493812561035,118
15.31768012046814,126
15.38036012649536,137
15.44119715690613,139
15.50374817848206,138
15.568932056427,138
15.63401007652283,138
15.69847798347473,138
15.76032900810242,138
15.82120513916016,138
15.88159704208374,138
15.94406008720398,138
16.01587200164795,138
16.07741618156433,138
16.14033508300781,138
16.20389318466187,138
16.26727414131165,138
16.32806611061096,138
16.38968801498413,143
16.4596860408783,143
16.52284812927246,143
16.58760619163513,143
16.65801906585694,137
16.72146511077881,135
16.79167103767395,126
16.86458897590637,121
16.92850303649903,121
16.99385619163513,121
17.05563402175903,121
17.12197113037109,121
17.18669104576111,121
17.25492906570435,121
17.32129716873169,121
