Tall viser til kolonnenummer:
0=Tid, 1=Avstand
0,128
0.03659319877624512,128
0.06767511367797852,128
0.09253406524658203,128
0.1225199699401855,128
0.155858039855957,128
0.1808831691741943,128
0.206787109375,128
0.234978199005127,128
0.2626101970672607,128
0.2878050804138184,128
0.3130660057067871,128
0.3448450565338135,128
0.370009183883667,128
0.3968491554260254,128
0.4215250015258789,128
0.4509930610656738,128
0.4774870872497559,128
0.5046570301055908,128
0.5310471057891846,128
0.5658280849456787,128
0.5920100212097168,128
0.621103048324585,128
0.650576114654541,128
0.6768350601196289,128
0.7037460803985596,128
0.7392520904541016,128
0.7703900337219238,128
0.7988500595092773,128
0.8284330368041992,128
0.8587310314178467,128
0.8859860897064209,128
0.9168050289154053,128
0.9531660079956055,128
0.9829971790313721,128
1.012608051300049,128
1.041805028915405,128
1.074750185012817,128
1.102602005004883,128
1.13303804397583,128
1.165544986724854,128
1.193160057067871,128
1.224581003189087,128
1.255343198776245,128
1.285786151885986,128
1.31714916229248,128
1.351253032684326,128
1.385006189346313,128
1.41563606262207,128
1.446643114089966,128
1.478819131851196,128
1.508983135223389,128
1.544677972793579,128
1.579776048660278,128
1.609621047973633,128
1.641752004623413,128
1.674774169921875,128
1.707138061523438,128
1.745126008987427,128
1.777636051177979,128
1.809969186782837,128
1.843784093856812,128
1.875846147537231,128
1.908811092376709,128
1.941322088241577,128
1.976904153823853,128
2.010451078414917,128
2.044681072235107,128
2.076702117919922,128
2.111108064651489,128
2.148898124694824,128
2.181818008422852,128
2.215524196624756,128
2.250284194946289,128
2.284548997879028,128
2.317205190658569,128
2.356712102890015,128
2.390976190567017,128
2.42466402053833,128
2.460247993469238,128
2.494407176971436,128
2.531131029129028,128
2.571102142333984,128
2.60670804977417,128
2.640897989273071,128
2.67290210723877,128
2.709748983383179,128
2.745110034942627,128
2.778638124465942,128
2.815235137939453,128
2.851041078567505,128
2.885846138000488,128
2.924474000930786,128
2.964843034744263,128
3.000581979751587,128
3.039669990539551,128
3.073052167892456,128
3.110997200012207,128
3.151059150695801,128
3.184741020202637,128
3.224374055862427,128
3.261595010757446,128
3.297729969024658,128
3.335065126419067,128
3.376764059066772,128
3.413063049316406,128
3.452003002166748,128
3.488439083099365,128
3.527235984802246,128
3.565841197967529,128
3.60474419593811,128
3.642333984375,128
3.67926812171936,128
3.716500043869019,128
3.75993800163269,128
3.796881198883057,128
3.835710048675537,121
3.874494075775146,121
3.911763191223145,121
3.956875085830688,122
3.994664192199707,122
4.038611173629761,122
4.078644037246704,122
4.123812198638916,121
4.175275087356567,121
4.225380182266235,121
4.274521112442017,121
4.312643051147461,121
4.356806039810181,121
4.401050090789795,121
4.446369171142578,121
4.486799001693726,121
4.526777029037476,126
4.57600212097168,126
4.617051124572754,126
4.658642053604126,131
4.699870109558105,130
4.749678134918213,130
4.790840148925781,128
4.834594011306763,128
4.877763032913208,128
4.928863048553467,128
4.978438138961792,131
5.018002986907959,135
5.061336040496826,137
5.102533102035522,139
5.145420074462891,141
5.188765048980713,143
5.232450008392334,143
5.276515007019043,145
5.317924976348877,145
5.366794109344482,147
5.408776998519897,149
5.452958106994629,149
5.498625993728638,149
5.545386075973511,149
5.604932069778442,149
5.659923076629639,149
5.7118980884552,149
5.768670082092285,149
5.818816184997559,149
5.87647819519043,149
5.934790134429932,149
5.98556113243103,149
6.03960919380188,149
6.095157146453857,149
6.176041126251221,147
6.238594055175781,145
6.298395156860352,145
6.351813077926636,145
6.402552127838135,143
6.451668977737427,143
6.497666120529175,143
6.545555114746094,138
6.597608089447021,139
6.643133163452148,139
6.691038131713867,139
6.737680196762085,139
6.781949996948242,139
6.828504085540771,137
6.876914024353027,137
6.921666145324707,137
6.976625204086304,135
7.021920204162598,135
7.072007179260254,135
7.120403051376343,135
7.174437999725342,135
7.220477104187012,135
7.268019199371338,135
7.315813064575195,135
7.369709968566895,135
7.417771100997925,130
7.465569019317627,130
7.51261305809021,130
7.564517974853516,130
7.615053176879883,135
7.665516138076782,130
7.714382171630859,130
7.769074201583862,131
7.817134141921997,130
7.867573022842407,130
7.916450023651123,130
7.968906164169312,130
8.018969058990479,130
8.069195032119751,130
8.11684513092041,130
8.175781011581421,130
8.22553014755249,135
8.275802135467529,135
8.32558798789978,135
