Tall viser til kolonnenummer:
0=Tid, 1=Avstand
0,121
0.0354769229888916,121
0.07110786437988281,121
0.0960237979888916,121
0.1267349720001221,121
0.1539309024810791,121
0.1804368495941162,121
0.2128109931945801,121
0.2466878890991211,126
0.2790789604187012,128
0.3038468360900879,128
0.3331429958343506,130
0.3604888916015625,130
0.3878538608551025,130
0.4148018360137939,135
0.4455928802490234,138
0.4760198593139648,138
0.5053069591522217,143
0.5371799468994141,145
0.5690078735351563,146
0.6025328636169434,145
0.6328778266906738,145
0.6611328125,147
0.6898767948150635,147
0.7156519889831543,147
0.7539680004119873,145
0.7814328670501709,145
0.8104448318481445,145
0.8414750099182129,145
0.8731508255004883,147
0.9040729999542236,147
0.9371469020843506,147
0.9698588848114014,149
1.005743026733398,154
1.038488864898682,158
1.070434808731079,157
1.101164817810059,157
1.131733894348145,157
1.16470193862915,157
1.195571899414063,158
1.226601839065552,158
1.260717868804932,156
1.289330959320068,149
1.320585966110229,156
1.352422952651978,154
1.383354902267456,154
1.421398878097534,154
1.453619003295898,154
1.486405849456787,147
1.519115924835205,149
1.555461883544922,149
1.591044902801514,154
1.628782987594604,158
1.66247296333313,158
1.694374799728394,162
1.728379011154175,158
1.761104822158813,158
1.794682025909424,158
1.83566689491272,158
1.871148824691772,158
1.902807950973511,158
1.935225963592529,158
1.972388982772827,158
2.003814935684204,158
2.037683010101318,149
2.077669858932495,156
2.110796928405762,156
2.142776966094971,156
2.179870843887329,156
2.219967842102051,156
2.253465890884399,156
2.288568019866943,156
2.322489023208618,156
2.359076976776123,156
2.395711898803711,156
2.431010007858276,154
2.46453595161438,154
2.49988579750061,149
2.53503680229187,149
2.571161985397339,147
2.611282825469971,147
2.645136833190918,149
2.681058883666992,149
2.715682983398438,149
2.751628875732422,149
2.785653829574585,149
2.823486804962158,145
2.858596801757813,149
2.894908905029297,158
2.934913873672485,164
2.970417976379395,175
3.014449834823608,183
3.055989980697632,203
3.094352006912231,228
3.135699987411499,257
3.172916889190674,265
3.211906909942627,282
3.249972820281982,302
3.28715991973877,322
3.324995994567871,321
3.364612817764282,328
3.406481027603149,328
3.446065902709961,330
3.484516859054565,321
3.52315092086792,321
3.560658931732178,321
3.599147796630859,320
3.639482021331787,294
3.676735877990723,288
3.714815855026245,273
3.757093906402588,251
3.795083999633789,241
3.842561960220337,221
3.88053297996521,213
3.921011924743652,198
3.963632822036743,190
4.001900911331177,190
4.044368028640747,173
4.082957983016968,164
4.122522830963135,156
4.163678884506226,149
4.209084987640381,143
4.258376836776733,137
4.298587799072266,138
4.337823867797852,137
4.378628015518188,130
4.419083833694458,130
4.460649013519287,128
4.498711824417114,126
4.543320894241333,122
4.585204839706421,118
4.633348941802979,114
4.675306797027588,112
4.714685916900635,112
4.761472940444946,107
4.800942897796631,103
4.842957973480225,103
4.885167837142944,103
4.939036846160889,103
4.984680891036987,101
5.03307580947876,101
5.076063871383667,101
5.118927001953125,99
5.161355972290039,99
5.203135967254639,99
5.244407892227173,99
5.287710905075073,99
5.328396797180176,99
5.371896028518677,99
5.416626930236816,94
5.46114182472229,93
5.503180027008057,94
5.548489809036255,94
5.594062805175781,99
5.635428905487061,99
5.681172847747803,99
5.723164796829224,94
5.766321897506714,95
5.818420886993408,93
5.863519906997681,91
5.909523963928223,86
5.952051877975464,77
5.994683980941772,78
6.039068937301636,82
6.083763837814331,82
6.126497030258179,76
6.173060894012451,76
6.223836898803711,76
6.271147966384888,74
6.316448926925659,67
6.367666959762573,63
6.415103912353516,50
6.461541891098022,49
6.505615949630737,44
6.554035902023315,38
6.603384017944336,36
6.66595196723938,36
6.712023019790649,36
6.758855819702148,38
6.804709911346436,32
6.853437900543213,38
6.899745941162109,30
6.945621013641357,40
6.993924856185913,31
7.050889015197754,31
7.093695878982544,32
7.14510703086853,30
7.193013906478882,44
7.242805004119873,32
7.289907932281494,32
7.335191011428833,32
7.387650012969971,31
7.441848993301392,36
7.489787817001343,38
7.537747859954834,36
7.589075803756714,36
7.636401891708374,36
7.683701992034912,36
7.731137990951538,36
7.780498027801514,36
7.831966876983643,36
7.881239891052246,40
7.929056882858276,40
7.985296010971069,40
8.033244848251343,40
8.080926895141602,40
8.13145899772644,36
8.180881023406982,38
8.233175992965698,38
8.281944990158081,38
8.331053972244263,36
8.381371021270752,36
8.432366847991943,40
8.480537891387939,40
8.53051495552063,44
8.580559015274048,49
8.63408088684082,49
8.685145854949951,51
8.741495847702026,50
8.791942834854126,50
8.84840989112854,57
8.899139881134033,58
8.951732873916626,65
9.009105920791626,67
9.065987825393677,76
9.119879961013794,77
9.172066926956177,84
9.22344183921814,86
9.274478912353516,95
9.325722932815552,93
9.379050970077515,99
9.439496994018555,94
9.494635820388794,103
9.549124956130981,103
9.600466966629028,103
9.655267000198364,105
9.707899808883667,109
9.762895822525024,113
9.814620971679688,113
9.874650001525879,113
9.924801826477051,113
9.987991809844971,113
10.03983902931213,113
10.09367179870605,113
10.14503693580628,113
10.19928002357483,113
10.25986695289612,113
10.31408596038818,113
10.3740029335022,113
10.42538285255432,113
10.48248791694641,113
10.53484296798706,113
10.58997583389282,114
10.64786386489868,114
10.70109486579895,114
10.75469493865967,114
10.80916380882263,114
10.8745768070221,114
10.93094682693482,114
10.98803782463074,114
11.04902791976929,114
11.10371494293213,114
11.1626148223877,112
11.21864199638367,112
11.2726628780365,112
11.32514882087708,112
11.39164686203003,112
