Tall viser til kolonnenummer:
0=Tid, 1=Temp, 2=, 3= 
4=, 5=, 6=, 7= 
8=, 9= 
0,46
0.07777786254882813,37
0.1520569324493408,39
0.2194337844848633,47
0.2883749008178711,41
0.363893985748291,42
0.4304709434509277,35
0.4936509132385254,35
0.568443775177002,47
0.6389548778533936,41
0.6991479396820068,37
0.7699379920959473,37
0.8390288352966309,43
0.9081108570098877,44
0.9756138324737549,41
1.053185939788818,42
1.11848783493042,40
1.185005903244019,43
1.249313831329346,39
1.322515964508057,41
1.399655818939209,45
1.468707799911499,37
1.530429840087891,44
1.598788976669312,40
1.667954921722412,47
1.729367971420288,43
1.800837993621826,38
1.865826845169067,45
1.928797960281372,37
2.000764846801758,40
2.058743000030518,40
2.1280198097229,45
2.189423799514771,42
2.261315822601318,37
2.329149961471558,41
2.407867908477783,34
2.469416856765747,44
2.540353775024414,40
2.608017921447754,38
2.668422937393188,39
2.734640836715698,42
2.805810928344727,45
2.879403829574585,33
2.951008796691895,36
3.017305850982666,35
3.08344292640686,44
3.148852825164795,41
3.219337940216064,48
3.288800001144409,41
3.359225988388062,39
3.428377866744995,33
3.49859881401062,40
3.564774990081787,42
3.629360914230347,40
3.700124979019165,42
3.773340940475464,44
3.840973854064941,38
3.90857195854187,35
3.969326972961426,44
4.038323879241943,46
4.098557949066162,43
4.170491933822632,39
4.250866889953613,41
4.310961008071899,38
4.384036779403687,45
4.455217838287354,35
4.518536806106567,45
4.586778879165649,35
4.654837846755981,43
4.728985786437988,44
4.788399934768677,39
4.855086803436279,39
4.923828840255737,43
4.999225854873657,35
5.070891857147217,38
5.13816499710083,33
5.208125829696655,46
5.268550872802734,44
5.341171979904175,42
5.410568952560425,44
5.479321956634521,39
5.549125909805298,46
5.627447843551636,36
5.688891887664795,45
5.762552976608276,42
5.827360868453979,38
5.890464782714844,35
5.955644845962524,44
6.025216817855835,41
6.088014841079712,45
6.161101818084717,34
6.228232860565186,38
6.292465925216675,42
6.370185852050781,46
6.43562388420105,43
6.505706787109375,45
6.576859951019287,43
6.643243789672852,42
6.708124876022339,43
6.778329849243164,44
6.84798789024353,38
6.919173955917358,35
6.987951993942261,41
7.048542976379395,38
7.122581958770752,35
7.193848848342896,40
7.255348920822144,42
7.326819896697998,44
7.405327796936035,37
7.473276853561401,39
7.543895959854126,35
7.608630895614624,37
7.673442840576172,37
7.745637893676758,40
7.818136930465698,42
7.883939981460571,44
7.958361864089966,41
8.028450965881348,38
8.092252969741821,36
8.16474986076355,39
8.230784893035889,41
8.296842813491821,39
8.360765933990479,37
8.434973955154419,46
8.505790948867798,44
8.575259923934937,41
8.640161991119385,37
8.70328688621521,41
8.768471956253052,41
8.840169906616211,42
8.908627986907959,42
8.982104778289795,35
9.049340963363647,37
9.115121841430664,38
9.182976961135864,38
9.249273777008057,39
9.331501960754395,39
9.414373874664307,38
9.480754852294922,45
9.558998823165894,33
9.628444910049438,46
9.691796779632568,37
9.769218921661377,37
9.858007907867432,39
9.92074990272522,37
9.999788999557495,39
10.0912299156189,41
10.14846777915955,44
10.22903990745544,40
10.29908490180969,38
10.37083196640015,43
10.45458483695984,46
10.52854990959168,39
10.6116988658905,49
10.6884458065033,43
10.78886580467224,36
10.85837483406067,42
10.92868399620056,38
11.01582980155945,41
11.10499095916748,43
11.18054699897766,40
11.25223088264465,37
11.31908679008484,46
11.40102577209473,39
11.46005082130432,42
11.52894878387451,38
11.59058785438538,47
11.65809893608093,37
11.72170686721802,42
11.79231786727905,39
11.85630583763123,38
11.93071699142456,36
12.00001287460327,40
12.06824779510498,36
12.13106179237366,45
12.20247578620911,42
12.26910591125488,38
12.33593988418579,44
12.41000986099243,36
12.48093581199646,41
12.54686284065247,42
12.61813688278198,36
12.69006681442261,45
12.75931882858276,38
12.82498693466187,40
12.88433885574341,45
12.95053791999817,43
13.02818584442139,42
13.09495282173157,42
13.16292381286621,39
13.23857879638672,45
13.3087158203125,46
13.37497282028198,38
13.4489688873291,37
13.51887989044189,42
13.57844400405884,42
13.6481659412384,44
13.73016095161438,41
13.80337500572205,45
13.8825478553772,37
13.96053695678711,35
14.03146982192993,38
14.09579586982727,40
14.16632580757141,41
14.23029780387878,40
14.29790997505188,43
14.38317394256592,43
14.467848777771,47
14.5287458896637,39
14.62013578414917,45
14.68832182884216,47
14.7585198879242,46
14.8357470035553,38
14.89772796630859,35
14.96911597251892,36
15.03879380226135,35
15.10916590690613,41
15.19828486442566,45
15.26913499832153,47
15.33817195892334,38
15.41809797286987,45
15.49909687042236,38
15.57049489021301,39
15.63866186141968,44
15.71652889251709,40
15.82415199279785,33
15.89832496643067,34
15.95686292648316,46
16.03873586654663,39
16.12516689300537,40
16.19939184188843,43
16.26588487625122,37
16.33994388580322,47
16.40786695480347,41
16.47816586494446,35
16.53842186927795,45
16.61430597305298,39
16.67684698104859,42
16.7422149181366,37
16.80906677246094,37
16.88919496536255,40
16.94891786575317,42
17.02344989776611,37
17.08929085731507,45
17.16244697570801,36
17.22874784469605,45
17.28891777992249,35
17.35628795623779,38
17.43877792358399,40
17.50876998901367,41
17.57494282722473,34
17.64000391960144,37
17.7056188583374,45
17.77575993537903,34
17.83924198150635,34
17.91016793251038,35
17.9763708114624,44
18.07914590835571,36
18.14910793304444,43
18.21681094169617,37
18.28932690620422,35
18.3657329082489,44
18.43838787078857,41
18.50205183029175,37
18.56401896476746,38
18.64195895195008,39
18.70731496810913,46
18.76963090896607,49
18.83810782432556,45
18.90355396270752,39
18.97641181945801,37
19.04795479774475,47
19.1128249168396,39
19.17958092689514,38
19.2487428188324,33
19.30803489685059,42
19.40828490257263,40
19.47875595092773,37
19.53940296173096,41
19.61079788208008,46
19.68849587440491,45
19.76153182983398,37
19.83552479743958,37
19.90793681144714,47
19.97677779197693,38
20.06065797805786,38
20.13254380226135,36
20.21423983573914,37
20.28209280967713,47
20.35959482192993,39
20.4318540096283,42
20.50017595291138,37
20.57530999183655,45
20.64923286437988,44
20.73982381820679,47
20.82059478759766,35
20.88913083076477,42
20.97403979301453,38
21.04648184776306,34
21.12687277793885,43
21.19406890869141,43
21.2604079246521,44
21.32823991775513,41
21.39851593971252,42
21.47388291358948,45
21.53646898269653,35
21.60956883430481,44
21.67825794219971,43
21.74389982223511,39
21.81725192070008,43
21.89170694351196,39
21.95834994316101,36
22.02221894264221,35
22.08827996253967,43
22.1590518951416,43
22.22665786743164,37
22.29280996322632,35
22.36824178695679,33
22.43899488449097,39
22.50196886062622,34
22.56797099113464,38
22.63831877708435,39
22.70396184921265,38
22.78012299537659,43
22.84885382652283,33
22.9193229675293,38
22.99056482315064,43
23.06631898880005,35
23.13180685043335,37
23.20078492164612,38
23.2694149017334,44
23.33818483352661,44
23.39985299110413,46
23.48078989982605,39
23.55458688735962,39
23.62148785591125,40
23.68930196762085,42
23.75817799568176,40
23.83149099349976,39
23.90121293067932,43
23.9715268611908,37
24.03658795356751,39
24.10855984687805,44
24.17399477958679,36
24.24836683273316,33
24.31481790542603,34
24.38851594924927,34
24.46311688423157,43
24.52562880516052,38
24.59825587272644,36
24.67030096054077,43
24.73139190673828,33
24.79759693145752,46
24.86539578437805,40
24.93258094787598,33
24.99681878089905,40
25.07415199279786,44
25.14596390724182,34
25.20920491218567,43
25.28014898300171,45
25.35133099555969,43
25.41462683677674,47
25.49048590660095,34
25.55914497375488,39
25.6307578086853,43
25.69939398765564,35
25.77085280418396,40
25.83444499969483,37
25.90678286552429,40
25.96878600120545,39
26.03871893882752,41
26.10679292678833,37
26.17816996574402,45
26.24846196174622,45
26.3162739276886,42
26.3837959766388,44
26.4657027721405,43
26.52871084213257,37
26.59750199317932,37
26.66841793060303,40
26.72850489616394,42
26.79660797119141,37
26.86820483207703,42
26.93820095062256,47
27.00828385353089,40
27.08071494102478,38
27.1491539478302,47
27.21186089515686,45
27.28623294830323,37
27.3522629737854,38
27.42000198364258,45
27.49913287162781,38
27.56360292434692,45
27.6342499256134,39
27.69919586181641,36
27.76804780960083,36
27.84016180038452,36
27.91009283065796,46
27.97729682922363,38
28.04829287528992,47
28.11853289604187,41
28.18818497657776,37
28.25842380523682,42
28.32328796386719,47
28.39101696014405,47
28.45824980735779,44
28.52849578857422,37
28.59103894233704,37
28.66273379325867,41
28.73723387718201,43
28.80030679702759,46
28.86986088752747,43
28.94678378105164,41
29.0100519657135,42
29.0804569721222,37
29.14482092857361,41
29.21843886375427,42
29.27890682220459,40
29.34933185577393,46
29.40892291069031,36
29.48664784431458,39
29.55292582511902,39
29.62144494056702,41
29.68576097488404,42
29.76441788673401,39
29.83597183227539,46
29.90590882301331,45
29.97123193740845,38
30.03942084312439,43
30.10942697525024,40
30.17862892150879,46
30.25662899017334,39
30.3331937789917,42
30.40985584259033,45
30.48545098304749,36
30.55312585830689,39
30.61869382858276,38
30.69979977607727,42
30.77632880210877,41
30.84304094314575,41
30.91809678077698,42
30.99059796333313,43
31.07324886322022,43
31.14898681640625,40
31.21819591522217,35
31.28873491287232,46
31.35837888717651,37
31.43974494934082,45
31.51801800727844,35
31.58846879005432,42
31.65503597259522,36
31.75111699104309,39
31.83343887329102,44
31.90525388717651,36
31.97834897041321,37
32.05200099945069,44
32.12122988700867,38
32.19328999519348,38
32.26877689361572,36
32.33813881874084,37
32.40923190116883,41
32.4757080078125,36
32.55817198753357,37
32.62563586235046,38
32.69656896591187,43
32.76921892166138,42
32.83561182022095,39
32.90895390510559,39
32.96937990188599,36
33.03966498374939,34
33.10821294784546,41
33.1737449169159,40
33.24568891525269,37
33.30879092216492,37
33.38151478767395,37
33.45003390312195,48
33.53004598617554,43
33.59783697128296,42
33.66826391220093,39
33.73793387413025,43
33.80413389205933,36
33.87002682685852,38
33.9392569065094,40
34.01367688179016,36
34.08882093429566,45
34.14994978904724,34
34.22082686424256,46
34.28918695449829,36
34.35799479484558,40
34.41847586631775,39
34.48650884628296,45
34.56687784194946,42
34.6425108909607,46
34.70926380157471,36
34.77679991722107,41
34.85014081001282,39
34.90976190567017,36
34.9766538143158,36
35.04281497001648,43
35.11497783660889,47
35.18281197547913,38
35.24929785728455,42
35.32155680656433,46
35.38804984092712,46
35.46587991714478,42
35.53679895401001,43
35.5962929725647,30
35.66075778007507,43
35.72858786582947,41
35.7893979549408,37
35.85853695869446,32
35.92326879501343,39
35.99484181404114,36
36.10436487197876,37
36.18370294570923,46
36.25493383407593,49
36.32642984390259,44
36.38926196098328,38
36.46522498130798,40
36.53165292739868,46
36.60843777656555,41
36.67833590507508,37
36.7381489276886,36
36.80680990219116,36
36.87156677246094,46
36.93842887878418,39
37.00650787353516,46
37.07174396514893,41
37.14526081085205,40
37.21644997596741,46
37.28550100326538,42
37.35100889205933,38
37.42488789558411,42
37.50280380249023,36
37.5785219669342,32
37.64664483070374,37
37.70929098129272,39
37.77917695045471,37
37.84657692909241,46
37.91810894012452,38
37.98396992683411,37
38.05529379844666,38
38.12060189247132,41
38.19048094749451,34
38.254802942276,40
38.32867693901062,40
38.39846897125244,36
38.4565258026123,45
38.52941179275513,33
38.60157895088196,39
38.67324590682983,43
38.73925590515137,34
38.80963587760926,43
38.88228392601013,45
38.94914293289185,37
39.00854277610779,38
39.08591890335083,39
39.15257692337036,40
39.21533799171448,39
39.28584289550781,41
39.35916996002197,35
39.43015480041504,46
39.49809789657593,46
39.56857490539551,45
39.63907790184021,46
39.705237865448,43
39.77663588523865,48
39.84834384918213,46
39.92051386833191,44
39.98935198783875,41
40.05574679374695,37
40.12053179740906,39
40.1837649345398,42
40.26127195358277,41
40.33516788482666,38
40.40346479415894,40
40.46810293197632,35
40.54782795906067,36
40.61274600028992,39
40.68661785125733,41
40.74941182136536,33
40.81983494758606,43
40.89006686210633,40
40.95148277282715,43
41.02263879776001,36
41.0950927734375,39
41.16598677635193,45
41.23556780815124,45
41.30874300003052,38
41.37151288986206,48
41.43942379951477,42
41.50926184654236,40
41.57839179039001,41
41.65011978149415,42
41.72071480751038,47
41.79062080383301,39
41.85033798217773,40
41.92677783966064,38
41.99437999725342,38
42.05662393569947,45
42.12640881538391,42
42.19829487800598,36
42.27299189567566,43
42.3348138332367,41
42.40884494781494,43
42.47552800178528,42
42.55042982101441,35
42.61145687103272,44
42.68536186218262,46
42.75821089744568,42
42.82264685630799,40
42.89018177986145,46
42.95888495445252,40
43.02991390228271,41
43.09456896781922,45
43.16053581237793,38
43.22956681251526,45
43.29870486259461,44
43.36506080627442,41
43.43120694160461,42
43.50456380844117,37
43.57803177833557,42
43.64579296112061,38
43.71804690361023,36
43.78210186958313,37
43.84874892234802,38
43.9168438911438,41
43.98838686943054,46
44.05369687080383,37
44.11557793617249,44
44.1884069442749,34
44.2484610080719,38
44.31944084167481,36
44.39834380149842,36
44.46034979820252,35
44.53127980232239,42
44.60683798789979,44
44.66839194297791,35
44.73863387107849,35
44.81066989898681,37
44.88055086135865,34
44.95280790328979,37
45.01839184761048,43
45.08999991416931,46
45.16436386108398,43
45.23802495002747,39
45.29830789566041,45
45.35881900787354,41
45.42684483528137,46
45.49879384040833,35
45.57506489753723,35
45.64290189743042,47
45.70676493644714,41
45.77559185028076,44
45.84857797622681,42
45.91802382469178,35
45.98272585868836,35
46.04821085929871,41
46.11851692199707,42
46.19297385215759,42
46.25845885276795,45
46.33049178123474,45
46.3983108997345,48
46.46916794776916,44
46.53649878501892,46
46.6132709980011,44
46.6848578453064,44
46.75272488594056,41
46.81851100921631,37
46.88808679580688,36
46.95255780220032,41
47.02928686141968,34
47.0937569141388,36
47.16623997688294,43
47.23831677436829,39
47.29782700538635,44
47.36468982696533,43
47.4357237815857,38
47.51180577278137,37
47.58561182022095,40
47.65881395339966,46
47.72784185409546,43
47.79783582687378,33
47.85870385169983,35
47.92814493179321,38
47.99390983581543,36
48.06267285346985,37
48.13788080215454,43
48.20640087127686,42
48.26523900032043,38
48.34315800666809,47
48.40682792663575,42
48.47861695289613,44
48.54875993728638,48
48.62056589126587,42
48.68811678886414,38
48.76117777824402,38
48.82906699180603,39
48.89070081710816,46
48.96131587028504,43
49.03183484077454,37
49.1066038608551,34
49.18890380859375,35
49.25827383995056,41
49.32830882072449,42
49.40341782569885,41
49.46685600280762,40
49.54500484466553,39
49.62131190299989,43
49.68939399719239,43
49.75809097290039,41
49.8206799030304,38
49.88976287841798,35
49.96907997131348,45
50.03130197525024,42
50.09576296806336,44
50.16562700271606,42
50.23352599143982,41
50.29861688613892,36
50.36485195159912,36
50.43839383125306,41
50.50565481185913,40
50.58091092109681,38
50.64929580688477,35
50.72198295593262,38
50.78926587104798,40
50.84928083419801,37
50.92091989517212,41
50.97905898094178,38
51.04889297485352,34
51.12566280364991,44
51.20476293563843,45
51.27061080932617,42
51.33821988105774,42
51.39852380752564,44
51.46576690673829,46
51.53880691528321,41
51.61827182769776,40
51.67890787124634,40
51.75409889221192,34
51.82040977478028,38
51.88503789901734,39
51.96496295928956,40
52.04049897193909,41
52.10524392127991,43
52.16879892349244,39
52.24228882789612,36
52.30926895141602,40
52.37478184700013,35
52.44428086280823,48
52.50554084777832,39
52.56742691993714,42
52.63687896728516,37
52.71677899360657,45
52.78372883796692,45
52.84476184844971,41
52.91811800003052,41
52.98374080657959,42
53.05213880538941,45
53.1221718788147,41
53.1888439655304,41
53.25790286064148,42
53.32475900650024,37
53.39404892921448,36
53.46223497390747,37
53.53817486763001,36
53.6084589958191,37
53.66873478889466,47
53.73469185829163,37
53.80687093734742,43
53.86821198463441,42
53.94467377662659,44
54.00893497467042,39
54.07846593856812,42
54.14890193939209,42
54.22311997413636,36
54.28923177719117,37
54.35825300216675,44
54.42034077644348,39
54.48925995826722,38
54.55916380882264,42
54.62964797019959,41
54.69913387298584,37
54.76873898506165,39
54.83859086036682,39
54.90474581718445,42
54.97905087471008,44
55.04858493804932,38
55.11919784545899,42
55.18828487396241,37
55.25013089179993,41
55.31985998153687,38
55.38885283470155,39
55.45522499084473,39
55.52879977226258,38
55.59876680374146,41
55.66888999938965,38
55.7353777885437,42
55.79879784584046,40
55.8686969280243,45
55.94041800498963,42
56.00998783111573,40
56.07927083969116,46
56.14956092834473,37
56.22382187843323,43
56.29177784919739,41
56.35938692092896,41
56.431795835495,40
56.49833583831787,44
56.56308698654176,39
56.63816499710084,40
56.70993494987489,42
56.79054999351502,34
56.8601839542389,39
56.92468786239624,49
56.98894095420838,45
57.0585789680481,39
57.1312758922577,44
57.18941497802735,41
57.25857496261597,40
57.32918000221253,45
57.39879894256593,46
57.46995782852173,37
57.54424691200256,41
57.60916996002198,43
57.67903184890748,36
57.74421787261963,50
57.80872297286987,38
57.87931084632874,37
57.95927691459656,44
58.0280327796936,40
58.0898129940033,38
58.15839099884034,42
58.22871398925781,44
58.28964900970459,40
58.36114096641541,36
58.42937684059144,43
58.48909497261047,38
